author_name,rating,review_text,review_date,title,app_version
Pantease87,5,"Best online bill pay, best app!! The VERY best of customer service!  I’ve only ever had one “negative” experience and it was immediately resolved and I’ve been with community America since 2010.  Always amazing, always the best with customer care .. I cannot say enough nice things about community America and the products you as the customer get to use. Thank you!!!!!",2020-11-14T16:55:49-07:00,The very best of any banking institution!,6.5.2.87
JwJ310,3,"The app works very well, although it would be nice to have the ability for bill pay to sort by ""due date"" like in the website version rather than alphabetically only. I need to see my upcoming bills, not bills listed alphabetically. Makes no sense. 
Also can’t see money management through the app which makes no sense",2020-11-11T06:03:48-07:00,Good app. Needs a simple function added,6.5.2.87
Justhunterrr,5,"Although I have been with CACU since they bought out Midwest United Credit Union, my wife chooses to bank elsewhere...a d her online banking is atrocious. This is easy, glitch free, secure, and convenient.",2020-10-21T07:55:10-07:00,THE best banking app,6.4.1.86
camerightontime,5,I have been banking here for years!  I love how my accounts are protected against fraud and can rest assure because they will track and come to the bottom of fraudulent actions.  My accounts are safe which gives me a peace of mind!,2020-10-19T04:25:12-07:00,I love CACU,6.4.1.86
sheilacpa,5,"I love this app. It makes banking and bill paying easy.  This app saves so much time and allows banking to be done at my convenience, 24/7.",2020-10-09T12:58:58-07:00,Convenient and easy to use,6.4.1.86
Zippy8264,5,I have been a customer at Community America for over 10 years.  I love the friendly service.  Even in a large city the people are still as friendly as those in the country.  It is refreshing to not be just an account number. I have financed three cars through Community America and the “paperwork” was done over the phone!!!  Who does that?  I highly recommend CACU!,2020-09-29T15:33:00-07:00,"Hometown, Friendly Service",6.4.1.86
JamesDVB,4,"The app works well, but the widget behavior is frustrating.  

My wife and I have joint accounts, and CACU only allows one login account for access to those accounts on the iOS mobile app.

The widget allows you to show the balance of selected accounts on the notification screen.  The problem is that since my wife and I must use the same login on both our phones to access the accounts, we also both see the same account list in the widget...

I would like to see the balance of my checking account in the widget on my phone, and my wife would like to see the balance of her checking account in the widget on her phone.  If CACU won’t support multiple user accounts on our joint accounts, why can’t we at least have the option to select which account(s) show up in the widget on a per-device basis?  I’d like to see my account balance on my phone; she’d like to see her account balance on her phone.",2020-09-29T08:54:11-07:00,Works well but widget could be better,6.4.1.86
carlon12,5,Nice app,2020-09-13T08:20:49-07:00,Nice app,6.4.1.86
sjjdjsjdjd,5,"The mobile deposit feature is amazing. However, there is a constant glitch with taking the photo of the back of the check......over and over....takes too much time

Also, the dates on when your check clears is now smaller..... easier to follow when larger and bold and separated each day",2020-09-02T07:33:06-07:00,Mobile deposit,6.4.1.86
W.Joann Turner,5,Jenny was extremely helpful & pleasant in helping me order checks.,2020-06-18T09:56:04-07:00,Help with checking,6.2.1.82
Seth KC,5,I switched from Wells Fargo and haven’t been disappointed yet.,2020-06-08T19:57:37-07:00,Best bank.,6.2.1.82
Sade R C,4,"Love every thing about this app except the view of your credit card charges. It sends you to a different almost browser like screen and then you can look at each charge. Other than that, every function is on point.",2020-05-25T12:17:28-07:00,Everything But CC,6.2.1.82
kcskcfutbol,1,Continually receive errors and unable to access account if VPN is on while using mobile. My other financial apps do not have this problem.,2020-05-13T13:14:15-07:00,Does not support VPN if accessing via mobile app,6.2.1.82
M3XIMUS,5,"Works well, very intuitive. Able to see all my accounts in one spot.",2020-04-29T07:41:34-07:00,Works well,6.2.1.82
cellense,5,Fast and convenient to use. I love this app because it helps me with all my detailed transactions from home and work.,2020-04-27T14:40:36-07:00,Fast and convenient,6.2.1.82
CB64119,2,"Was running smooth, now just error messages and slow loading times.",2020-04-14T08:38:48-07:00,Continual error message,6.2.1.82
C0k3 88,1,"I keep getting errors. Update it. I can’t log in. Once it’s updated, delete this review.",2020-04-13T15:03:24-07:00,Fix your app,6.2.1.82
Randijt154,5,I'm getting this error message more often than not this last week. Please fix. Mobile banking is more necessary than ever right now. Tweak your app to function properly.,2020-04-13T10:08:05-07:00,Unable to open application,6.2.1.82
Ke'Von Morrow,1,Every time I try & sign in it says application error. Cannot display your information at this time. Only way I can check my bank account now is going online,2020-04-13T08:43:35-07:00,App does not work,6.2.1.82
lyn Shawn,5,Great service app,2020-04-10T12:54:46-07:00,App,6.2.1.82
Bryan thkfsthvf,5,The app works great. Been with CACU for 23 years.,2020-04-09T12:03:26-07:00,Awesome,6.2.1.82
whydidi2020,5,"This is one of my favorite apps, easy to log in and easy to use.   All my info is right there.",2020-03-10T17:37:22-07:00,Easy,6.2.1.82
kjt589,1,My wife and I just joined our accounts with hers at your credit union and I came from us bank and I have to say I’m very disappointed in the app you guys currently have it is worlds behind what I was accustomed to hope it gets updated as soon as possible lol have a great day Man my way,2020-02-17T13:00:00-07:00,Poor app,6.2.1.82
killered,5,"After being at several banks with shady practices, I found Community America Credit Union. I love it!",2020-01-23T11:37:45-07:00,Finally a bank I love,6.2.1.82
Sylva Luv,5,I really love my CACU app ! Whatever I need I can do it on my app . It makes life easier .,2020-01-09T05:55:15-07:00,CACU is the best,6.1.2.81
SuperSchupp,5,"M
Thank you this makes",2020-01-02T11:45:41-07:00,Easy to use,6.1.2.81
DonQkilla,5,"I have had this app for years, it works great! They updated it once to look fresh. Still very easy to navigate through tabs.",2019-12-19T14:25:15-07:00,Good app!,6.1.2.81
Dionte.P,1,"Most of their reps are rude I was with this bank for 5 years I took all my money out when a rep in Kansas City on Noland called me the (N)  word as I was departing, I called her supervisor and nothing was ever done.  It’s not the bank it’s the ppl they employ which makes the bank accountable in my personal opinion.",2019-12-13T12:29:40-07:00,Rude,6.1.2.81
M. Conn,5,Fabulous Bank!!,2019-12-04T20:28:31-07:00,A+ Bank,6.1.2.81
corbinlee12345678,1,My direct deposits always show up late,2019-11-26T23:16:42-07:00,Late!,6.1.2.81
Br1cxt,3,There should be an option to leave a memo for mobile tranfera,2019-11-17T07:50:47-07:00,Transfers,6.1.2.81
PLURfect,5,Great app!,2019-11-16T09:58:26-07:00,Fantastic,6.1.2.81
solarwizard,5,I’m able to deposit checks on my cell phone which is a big time saver!,2019-11-13T10:24:44-07:00,Simple yet sophisticated!,6.1.2.81
and ICRC dc,5,Mobile deposit still needs work with the check reviews!,2019-11-04T04:48:23-07:00,Needs work,6.1.2.81
Bobb27,5,"Great credit union. Easy to use, intuitive app with a nice visual design",2019-10-30T08:49:45-07:00,Great App,6.1.2.81
Chiefs1421,5,I love this app. I makes my life so much better🥰,2019-10-25T05:09:53-07:00,Kandace,6.1.2.81
lvbrat,5,Transfer and check deposit are great,2019-10-17T07:15:26-07:00,Transfer,6.0.1.79
Rodnier,5,Thanks for your services .Very easy and helpful the app,2019-10-11T15:02:14-07:00,Review,6.0.1.79
Yogahippie,5,Have always loved this credit union and their app. I have never been with a banking institution for so many years. I haven’t even lived locally for over 3 years. I have looked for other banks/credit unions but I haven’t found any bank I really wanna join. The app & their approved credit unions have made it super easy to stay with CACU.,2019-10-10T06:27:59-07:00,Love CACU,6.0.1.79
Ariicalderon,3,"Miss the discounts we used to have on the app to add to our card when making purchase , hope that option is added back on next update !",2019-10-09T20:40:24-07:00,No more discounts,6.0.1.79
anonnn43567,5,Changed feature to only getting a certain amount of transfers or you're penalized,2019-10-06T21:22:16-07:00,Dislike,6.0.1.79
Black ops1234567890we,5,"This banks service is great, I would absolutely recommend. My only issue is and the reason for giving 3 stars is because they are always having issues with their app where it won’t display the information",2019-10-05T20:06:49-07:00,"Great bank, app gets increasingly buggy",6.0.1.79
csmith686,1,Enough said.,2019-10-02T15:21:19-07:00,Systems go down like the Titanic.,6.0.1.79
Lily is a Fairy,5,This app has been everything I need. Thank you.,2019-08-31T16:28:56-07:00,Good,6.0.1.79
Soccerluver7777777,3,"I wish there were more insights into my spending/savings. I wish there were graphs and % of how much I’ve spent and saved over a period of time. I also wish it would automatically categorize my spending into grocery, shopping,ect.",2019-08-05T05:32:58-07:00,Improvements,6.0.1.79
mmajosh,5,"Great bank, solid app. No complaints.",2019-08-02T04:10:31-07:00,"Great bank, solid app",6.0.1.79
effin a.,2,"After latest update, I cannot deposit my check through the app! It says my information cannot be displayed. What is going on?",2019-08-01T13:52:54-07:00,Deposit Check not working,6.0.1.79
jrwrigh5,1,Pretty ridiculous I can’t deposit all of my money the same day. I moved out of state and was planning on keeping Community America but not now.,2019-07-19T10:44:04-07:00,Deposits,6.0.1.79
ray9770,5,Been great and easy to use. Love this Credit Union better than any bank I’ve worked with. Best decision I’ve ever had to make.,2019-07-08T00:42:49-07:00,CACU app,5.11.76
touk35,1,I went from unlimited transfers to only six transfers?!! That’s bs,2019-07-03T15:26:27-07:00,6 transfers!!,5.11.76
BoboSain,5,There are no concerns when opening this app...it’s all self explanatory. Opens with ease and options step by step easy!!,2019-07-03T08:05:31-07:00,Great App,5.11.76
Michtam,5,"Comparing to other banking apps, CACU is superior. The responsiveness when opening the account, transferring funds and utilizing the mobile app is excellent. One and done, no trial and error. Thank you for delivering a great performing product!",2019-05-22T17:21:17-07:00,Responsive and connected app,5.11.76
Ta2Panda,5,CACU RUNS ON DRAGONS BLOOD.,2019-05-09T16:23:55-07:00,It’s Grrreat!!,5.11.76
beautiful ladi,5,I love love this app. My life is hectic enough this app helps simplify things by allowing me to be able to bank from my phone.  It’s absolutely amazing.,2019-04-24T04:45:41-07:00,At your fingertip,5.11.76
BGQbj,5,Should have 24/7 customer service as most of the banks around the world.,2019-04-12T17:13:52-07:00,Customer service,5.11.76
shawntalia,1,Don’t care for it all on somethings !,2019-04-12T06:14:04-07:00,Don’t care,5.11.76
xXLoyalAssassinXx,5,"This bank and their app is phenomenal! 
The app cuts trips to bank with their easy to use Check deposit system that sends your check directly to your account with ease. Although I don’t need to I love to occasionally stop in your banks in person because the staff and service is always excellent! I never leave without them making me smile or having my day brightened. And love how I can see my transactions and transfer funds to either savings or checking. Very organized and super helpful with planning and budgeting money. I’ll never use another bank you guys are the most trustworthy and reliable bank. You Always have your peoples back! You guys even make sure I got my money back from a fraudulent charge!! Incredible work!",2019-03-29T23:57:21-07:00,Best and most friendly bank I know and trust!,5.11.76
CapawAgne,5,"Everything I need is right there in the palm of my hand at an instant!! Easy to use! Great work, CACU!",2019-03-19T08:29:20-07:00,Love it!!,5.11.76
77cme!,5,Easy to navigate!  Everything well organized!  Thanks!,2019-03-16T08:27:18-07:00,CACU,5.11.76
Aedan2010,2,This app can never display my information lately!  Always says try again later.  Used to work great!,2019-03-07T08:48:02-07:00,App is down a lot,5.11.76
AussieAmgel69,5,"I love CACU and have enjoyed being a member since moving to KC 4 years ago. Their mobile platform is excellent. It allows me the freedom of banking on the go, with excellent features. Their service is impeccable. I can’t rate them highly enough.  Thanks CACU!!",2019-03-06T05:55:20-07:00,Excellent!,5.11.76
Master Boyles,5,Community America app is amazing and I love mobile deposit,2019-02-28T12:13:49-07:00,CommunityAmerica,5.11.76
Emwork1212,5,"The app is really easy to use, I don’t live near community America but this app makes it to where I don’t have to switch banks",2019-02-23T13:46:36-07:00,Super easy to use,5.11.76
CargCorleg,3,Would be nice to see all accounts connected to online portal. Not just CACU accounts.,2019-02-21T04:33:26-07:00,Good but not great.,5.11.76
jenrich7,5,Absolutely love CACU!! Mobile banking is the best and they have wonderful customer service at each branch!,2019-02-20T18:48:46-07:00,CACU,5.11.76
Daily grinder2,5,I don’t have to worry about much at all with them,2019-01-23T08:37:00-07:00,I love my bank,5.11.76
dznowen,5,I continue to have issues depositing checks. It keeps telling me there is no endorsement when there is.,2018-12-21T05:59:53-07:00,Check deposit,5.11.76
annoyed af lol,1,glitchiest app i have ever used in my life!! text boxes must be entered in backwards order or else they will not work. constantly crashes and sends error messages. makes online banking basically impossible,2018-11-30T13:49:52-07:00,glitches,5.10.1.75
Missinf Face ID,2,After the last update I lost Face ID to log in..emailed them and they are aware. Been a while now and still no update.,2018-11-27T21:05:40-07:00,No more Face ID,5.10.1.75
ginga ninja01,4,"I love this app for its simplicity at a glance and the ability to do so much. In my opinion I would like to see more from the CACU credit card side of things. Due date, minimum due would be great. As of now still need to access it on the internet, outside of the app.  That is the reason for 4 stars out of 5. Room to improve.",2018-11-18T11:46:35-07:00,Great app just needs...,5.10.1.75
Libertyjhawk,1,"This part of the app is very,very substandard. I have followed all directions given by the app and customer service and they still haven't worked. It takes an unreasonable amount of time to possibly make it work. Lately I have just given up and got in my car and driven to a branch. I have also lost the ability for face recognization. #Sendhelp",2018-11-14T11:12:21-07:00,Mobile check deposit,5.10.1.75
Mashdogg69,5,Best Bank ever.. they’re awesome to work with and give great rates on loans and locations everywhere,2018-10-11T16:38:40-07:00,Best Bank ever,5.10.1.75
Female Barber,5,I love my online services,2018-09-23T14:11:02-07:00,Mary the Barber,5.10.1.75
Summers_11,4,Great app but I need titles or references when I transfer money between my accounts,2018-09-20T08:49:51-07:00,Great but needs titles for transfers,5.10.1.75
happy user ray,4,I was on my friends bank liberty app and they have a feature where you can lock your card if you lost it. I think when we get that it will be 5 stars,2018-09-03T12:43:42-07:00,1 Thing Missing,5.10.1.75
imagineeeee_xx,5,App is great and easy!,2018-08-20T14:47:18-07:00,Awesome!,5.9.1.74
PoGrim808,3,"The app used to work well for check deposit. However, it keeps zooming in on the back of the check after a picture is taken and won't accept it.",2018-08-17T15:41:50-07:00,Good app but check deposit is not working,5.9.1.74
Rise to Glory be Unstoppable,5,"I absolutely love CACU!! I’m a huge Dave Ramsey fan so the fact that I can have what I would call envelope system set up and I’m able to just transfer back-and-forth makes my life so much easier and keeps everything organized for me. The Phone app it’s so simple to use and they have the greatest, kindest people working when I do go to the bank in person.  I am thankful that I found CACU.",2018-08-16T08:20:54-07:00,When you want the best!!,5.9.1.74
Kansasrodeogirl913,5,This is an amazing app that is easy to navigate.,2018-08-13T20:16:26-07:00,Excellent,5.9.1.74
Babigfish,5,Best banking and personal finance experience of my life.,2018-08-13T10:49:35-07:00,CACAU the best!,5.9.1.74
kstgb,5,Love CACU❤️,2018-08-05T11:25:33-07:00,Awesome CU,5.9.1.74
chesterk20,5,The best bank💪🏻,2018-08-03T16:31:23-07:00,Melvin B,5.9.1.74
Melvingoku,5,Great useful app! Can do pretty much everything from my phone!,2018-08-03T08:47:55-07:00,CACU,5.9.1.74
cmiller302,4,I would like to be able to label my funds transfer from one account to another.,2018-08-02T04:34:17-07:00,Funds transfer label.,5.9.1.74
Swaguar247,4,Ok,2018-07-29T11:35:14-07:00,Great App works well 99% of the time,5.9.1.74
aye😈😈😈,5,"I currently switched banks to community America, and I’m satisfied by the pretty much everything, how smooth and easy it is to navigate, from the app to in person, to even by text. Plus they’re truly there to help you and not profit from you like the big mega banks if you do your research. Glad I came! Thank you!",2018-07-28T14:44:33-07:00,So Awesome and smooth! Wonderful bank!,5.9.1.74
Glawn,5,Convenient and accurate,2018-07-25T18:18:23-07:00,Business owner,5.9.1.74
leeallam,3,I wish I could find my account and routing number on here. As well as send money to other people through my bank app.,2018-07-21T17:01:05-07:00,More features,5.9.1.74
abdi913,5,The best banking app I have used. Real time updates and almost never need to go to the bank. Everything I need in one place,2018-07-21T15:00:22-07:00,Great app,5.9.1.74
Bigger than big cat,1,Invalid accounts?,2018-07-14T21:26:16-07:00,?,5.9.1.74
DerekLMO,1,You can’t check your credit card transactions on the application. Huge minus.,2018-07-12T07:30:13-07:00,Poor Bankers by App,5.9.1.74
CACU JR,5,"It would be nice to have the ability to make principal payments when making the regular online payment.

Any time and consideration is appreciated 

Thank you",2018-07-08T21:47:50-07:00,Online loan payment improvements,5.9.1.74
Jsmoothiee,5,"These guys are the best hands down, I haven’t banked with a lot of banks/credit unions, but Community America is my third now, and first here in the city. And I’m happy to call them friends",2018-07-07T13:31:56-07:00,A++,5.9.1.74
Awesomekingman,5,This is the first bank app that actually works and is extremely easy to work.,2018-07-06T16:28:41-07:00,Highly recommend,5.9.1.74
Sandra F. Home Buyer,5,"I throughly enjoy using the Community America Banking Ap on my Cell Phone.  It’s user friendly, allowing me access to view and keep track of my daily activities with my checking, savings and high interest savings accounts.  It enables me to transfer funds between accounts and see what checks have cleared.  Unlike some other Ap’s I use for on-line accounts, my Community America Ap is always available and easily accessible, making my on-line experience extremely enjoyable.",2018-06-27T06:26:51-07:00,On-Line Banking with Community America,5.9.1.74
demonicsugar,2,"You can’t make external transfers using the app.

You can’t view you account numbers.

Bill Pay doesn’t update account names.",2018-06-22T12:07:11-07:00,Bugs & limited features,5.9.1.74
ann8819,1,They balance is often not correct. I have bounced my account twice because the available balance calculation was incorrect over the last six months. I had my last bank account for about 7 years and did not have this issue. I do not recommend this app... or really this bank to be quite honest.,2018-06-19T22:46:32-07:00,Do not like it,5.9.1.74
K-Borgs,5,"I am on the road many hours throughout the week and The Community America app has made it extremely easy for me to check my balances, transfer funds, and deposit checks. Keep developing the app and continue to add more features.",2018-06-09T07:10:03-07:00,Dependable,5.8.1.73
Apple man21,5,"Everything that used to not work has been fixed. I am now able to deposit checks almost perfectly, use the quick balance widget to view my basic account information, and log in with Touch ID. I almost never have to go into the branch. And the app doesn’t crash anymore which is a plus. I just wish I could view my detailed credit card information in the app. This might be a security reason though. If that is added it will be a five.",2018-06-07T20:27:44-07:00,Can do almost everything with this app,5.8.1.73
Karen l n,5,Love the app and never have a problem!,2018-05-27T10:07:46-07:00,Great App !,5.8.1.73
dedlobster,5,App is great and works flawlessly with the exception of the PopMoney integration which doesn’t seem to work at all. Will not connect and always gives me an error of an invalid account. PopMoney works fine in browser version of CACU website. 🤷🏻‍♀️,2018-05-19T14:08:43-07:00,App is great - PopMoney integration not so much,5.8.1.73
Not a scholar but a user,4,I’ve not had any problems and it’s quick.,2018-05-15T11:31:18-07:00,Super Easy,5.8.1.73
MyHumbleReview,5,"This app is awesome. I've done tons of last minute account transfers with speed & accuracy! Furthermore, I've banked at a lot of institutions and nobody can touch the professionalism and excellence of CACU. I will never bank anywhere else if I don't have to. 
⭐️⭐️⭐️⭐️⭐️⭐️ (6 STARS)",2018-05-13T11:35:02-07:00,Excellent App!! Has Everything. Always Works!,5.8.1.73
kansascityisthebestplace,5,"This is the best app I can check my bank account before I buy anything lol 😂 
🦖🔥🔥🔥🔥🔥💦☂️🍾🥊🥌🎟🎨🎷📝",2018-05-07T17:18:31-07:00,Best app,5.8.1.73
ComedianMikeBaldwin,5,I have zero negative things to say about Community America or this app. Never had a single problem with anything. Keep up the good work!!,2018-04-28T12:52:33-07:00,"Great Bank, Great App!",5.8.1.73
kubmx1,1,"Would like to be able to see credit card activity in the app, instead of having to click through the app, go from the app to the website, log in every time on the website, and then click through all the options on the website daily. Would like to see a set up like you guys have for the debit card, for my credit card, by summer. I’ve waited for over a year now.",2018-04-20T18:11:06-07:00,Credit Card History,5.8.1.73
R3 Boys,5,"User friendly app only negative, unable to send or check secure messages.",2018-04-14T16:05:28-07:00,User friendly,5.8.1.73
dottegirl,5,Transactions are up to date and payment/deposit details are listed as pending faster than other banks I used. Love this app,2018-03-21T07:35:03-07:00,True mobile banking,5.8.1.73
The Dorkf1sh,5,Thank you so much for finally bringing iPhone ten support!!! ❤️❤️❤️❤️,2018-03-18T07:18:29-07:00,iPhone X,5.8.1.73
Rseloov,2,At least once a day I get this message.  It’s really inconvenient when I’m checking out somewhere and want to transfer funds.  So I quit using my debit except to do bill pay.,2018-03-16T04:24:10-07:00,Application error,5.8.1.73
David the dolphin,5,"Finally optimized for Iphone X, Looks better than ever, Works flawlessly, and i can log in with my Face! What more could you ask for? The widget is amazing as well. Love my bank and love the app. Thanks!",2018-03-03T04:16:06-07:00,I asked and they answered,5.8.1.73
Meg421,5,"My complaint of the app is treat you cannot see credit card transactions. Only credit info available is balance... but it’s very functional, reliable and it’s how I do 90% of my banking!",2018-01-15T08:02:48-07:00,Pretty good!,5.6.71
MikeLesia,5,This app has always worked good for me. Never any problems. I like being able to log in with my thumb print,2018-01-08T04:06:25-07:00,Works good,5.6.71
Schon1963,5,This app does just about everything you need to do with banking love it.,2017-12-04T05:23:28-07:00,Works great.,5.6.1.68
Yomamasofato.O,5,All you could want for in a banking app!! ☺️,2017-11-24T06:03:46-07:00,The best,5.6.1.68
Anthum,4,"The App itself is pretty good. Just wish I could get more consistent balance, deposit and withdraw updates. It sends me notifications of transactions that happened 12 hours ago. Lol",2017-11-14T06:41:20-07:00,Balance Updates,5.6.1.68
3bsing,4,Have been using this iPad app for several years now and it’s made my banking very convenient especially the photo deposit feature.,2017-11-12T11:29:40-07:00,Very good app!,5.6.1.68
mattjewell,5,"Recently switched banks to Community America and I love both apps for iPhone and iPad, but the iPhone version is missing Face ID. Hopefully this will be implemented soon!",2017-11-04T07:24:42-07:00,Great app but missing Face ID for iPhone X,5.6.1.68
playn10s,5,Best banking app that I’ve used,2017-10-18T13:03:59-07:00,Easy,5.6.1.68
majowal,5,My job is mobile & banking online is a life saver for me. Love all the options & depositing checks from the app.,2017-10-17T10:35:49-07:00,Love this App!!,5.6.1.68
styleandease,5,I'm opening this app several times a week. Sometimes several times a day. Never have any problems. Deposit checks using this app as well. Very easy.,2017-10-16T14:12:36-07:00,Works great,5.6.1.68
Panda pooh bear,4,Great and easy to use,2017-10-13T08:50:40-07:00,Love it,5.6.1.68
Taya K.,3,I have not been able to deposit a check in the app for over a year. I’ve tried deleting and downloading the app to try and get to to start up but it’s not working. I no longer live near a branch so it is very frustrating. Please fix this.,2017-10-07T08:18:28-07:00,Check Deposit Issues,5.6.1.68
TrevaShark,1,Please fix,2017-09-27T21:22:18-07:00,Latest update can't access my accounts,5.6.1.68
Wdesign1,5,"I’m not really an app guy. I only use a couple, this being one of those. It comes in super handy and works flawlessly every time! Congrats CACU!",2017-09-24T07:00:57-07:00,Love it,5.5.0.23
Richv51,5,AWESOME THANKS,2017-09-14T18:57:37-07:00,👌👀,5.5.0.23
Aksjfjis874929,3,I would like to be able to view my credit card transactions from the app...why this hasn't already been implemented I'm not sure. I'll give a 5 star rating once this inconvenience has been fixed,2017-09-13T14:29:11-07:00,Credit card inconvenience,5.5.0.23
JenFromKansas,5,Love CACU & love that I can deposit checks from my phone!,2017-08-29T12:10:51-07:00,Love CACU & love that I can deposit checks from my phone!,5.5.0.23
mer*,5,"I love that I can now edit my scheduled transfers from the app, and I don't have to login to a computer anymore. All around easy to use app. Love it!",2017-08-22T13:37:24-07:00,Love!,5.5.0.23
Activa_TED,5,"I started banking here a little over a year ago & I love it. 
A. The people are amazingly nice & helpful
B. The credit union itself has helped me to restore my credit 
C. This app is amazing. It has yet to give me any issues. Its fully functional & is easy to operate. 

If you're looking to change banks, go here.",2017-08-09T07:54:17-07:00,After a year...,5.5.0.23
CDB0626,5,This is by far the best banking app I've ever used. Thank you CACU for keeping it real!,2017-07-30T18:59:04-07:00,Love this app!,5.5.0.23
KC Kim,5,I thought the online banking was the bomb... then this app rolled out!  Super bomb!  Love this app as it has made my life so much easier. Thanks CACU.,2017-07-24T17:35:10-07:00,Love Love Love this app!,5.5.0.23
Rav3n0n3,5,This is a very good app,2017-07-21T08:40:05-07:00,Great app.,5.5.0.23
rrencia,5,"The bank has made banking so easy, I can do most things I need to do from my phone and if can find the closest CACU or ATM with the app. I do wish is it would find partnering ATMs that doesn't charge a fee as well.",2017-07-19T14:44:26-07:00,Love Love It!!!,5.5.0.23
KSHig,5,I really like the ease of use. I can take care of financial business at the touch of a finger.,2017-07-19T06:31:24-07:00,Convenient and Easy to Use,5.5.0.23
MissedinHistoryFan,5,I have been using this app for about 5 years and I love it. My massage practice is small so I don't want a lot of bells and whistles but the simplicity of the app and its integration with my iPhone are just what I need!,2017-07-14T09:18:17-07:00,Everything I Need For My Small Business!,5.5.0.23
Lucy66219,5,Always works like I want it to and has everything I need for my banking.,2017-07-13T05:33:22-07:00,Great App!!,5.5.0.23
Got an older phone?,5,"I use this app every day. To see if checks clear. To look back at when I paid something. To transfer money. Most importantly, to make sure I'm not overdrawing my account! I love this app.",2017-07-11T06:16:24-07:00,Super helpful,5.5.0.23
Unhappy worms,5,Always current. Easy to navigate. Purchase rewards give me free money $$,2017-07-10T18:18:09-07:00,Love,5.5.0.23
Lovespurple7,5,This works great for me. I love how easy it is to deposit checks and look up my balance.,2017-07-01T15:35:13-07:00,I love it!,5.5.0.23
Miller_shane,4,As a teenager I'm new to banking and this app makes it very easy and convenient.,2017-06-15T10:59:10-07:00,Very Useful,5.2.5
BradRossJr,5,Who needs human interaction when everything can be done on the phone? Great app,2017-05-14T08:44:09-07:00,Works great!,5.2.5
LarryMFJenkins,5,CACU always provides top notch security and functionality.  Now this app take these fantastic features to your mobile device.  One of my favorite features is being able to authenticate with my fingerprint.,2017-05-06T08:11:27-07:00,Security always a priority,5.2.5
momlikesmusic,5,Love the app!,2017-05-04T06:23:22-07:00,Great app great credit union!,5.2.5
Da Savage,5,Great app always on point very up to date account information,2017-04-24T08:43:03-07:00,DaSavage1,5.2.5
Sporte,5,Best banking app out there,2017-03-22T13:36:56-07:00,Best banking app,5.2.5
Kon Krypton,5,"Love the app and the Touch ID integration. The watch app often gets stuck at ""loading."" Took a star away for that.",2017-03-18T13:19:05-07:00,Good but watch app is clunky,5.2.5
BGQubbaj,3,Why not make the credit card transactions available and clear on the app. I don't have to login through the internet every time.,2017-03-14T09:15:25-07:00,Some modifications,5.2.5
Hlokitty2,5,New to this app but so far so good!,2017-03-10T06:45:44-07:00,So far so good!,5.2.5
Dayzian,5,"Makes transferring money between accounts, saving, and paying on auto loans a breeze...  rarely has difficulty but have experienced inability to move money for a couple days (non holiday). Overall, easy reference and makes going to the bank/ATM for a statement obsolete",2017-02-24T09:18:37-07:00,Very Impressed,5.2.5
aknsto,5,Love the app!,2017-02-15T14:10:45-07:00,Excellent app!,5.2.5
Njneer630,5,A lot of options with this app. Very useful.,2017-02-05T10:54:46-07:00,Good app,5.2.5
sdsn1111,2,"The app keeps telling me to rotate my tablet to take a picture of the check I'm trying to deposit. No matter how many times or in what direction I rotate it, it still just shows a big blur. Not impressed.",2017-02-02T14:54:10-07:00,Awful camera functionality,5.2.5
Kfra315,4,Seems to get better with just about every update but it hasn't been updated since August. My one feature request is the ability to schedule transfers through the app instead of only being able to do instant transfers. Seems very simple so hopefully it can be added in the next update.,2017-02-02T04:16:50-07:00,Love the app but it missing something,5.2.5
Lexihannes,5,"I've never had an issue with this app. I love how simple it is to use, yet has on depth information on my accounts and has an easy finer print sign in.",2017-01-21T23:53:48-07:00,Just awesome!,5.2.5
Charley's Angel,5,"Extremely user friendly and every feature I need to do mobile banking. Driving to my branch isn't convenient where I live so mobile deposit for those few checks I receive is very helpful. When I need to make payments, I can have checks drafted from my account via my phone rather than putting my account info on multiple creditor websites.
This has got to be the BEST mobile banking I have or will ever use!",2017-01-16T08:35:00-07:00,Wow,5.2.5
ItsOnlyRoddy,5,"Bruh, I love this app. This app tells me what I spent immediately after I swiped especially when they over charge you so that you challenge that price.",2017-01-10T14:46:12-07:00,Quick with the updates,5.2.5
SaraRuby,5,This is so easy to use and I am able to pay all my bills through the app as well as transfer funds between accounts. I haven't had any issues.,2017-01-09T09:10:07-07:00,So convenient!,5.2.5
disappointed at policy change,5,"I use this app multiple times every day. Really like that I can see deposited checks, transferring funds is so easy, and I use POP Money several times a month. Way to go CACU!",2016-12-24T07:32:45-07:00,CACU is the Best!,5.2.5
Ccartergo1,4,"If you could add/modify/remove payees it would be nice. Also would like a better way to see payment history. Other than that, it's great. SUPER user friendly.",2016-12-16T16:27:24-07:00,Pretty good,5.2.5
PurpleLeigh,5,THIS IS THE COOLEST APP EVER! EASY TO USE CONVENIENT,2016-12-01T07:01:29-07:00,LOVE LOVE LOVE IT,5.2.5
Girl Mom 0330,5,I love it and it's easy to use!!!!,2016-11-28T05:37:20-07:00,Love it!!!,5.2.5
Jackson427,5,👍🏻⭐️👍🏻,2016-11-14T14:20:51-07:00,Easy. Quick. Saves time,5.2.5
Zeewoman121,5,Easy to use. Saves time. No technical problems!,2016-10-28T10:39:25-07:00,Awesome!,5.2.5
